anno;codice_regione;regione;codice_asl;asl;codice_struttura;struttura;indirizzo;codice_tipo_struttura;sottotipo_struttura;tipo_struttura;comune;sigla_provincia;codice_disciplina;disciplina;posti_letto_day_hospital;posti_letto_day_surgery;posti_letto_degenza_ordinaria;posti_letto_utilizzati;num_dimessi;giornate_degenza;giornate_disponibili;degenza_media_ordinaria;icm;tasso_utilizzo
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;08;CARDIOLOGIA                     ;2;0;24;22;1.271;7.384;8.061;5,81;1,26;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;09;CHIRURGIA GENERALE              ;0;4;23;23;1.077;6.380;8.395;5,92;1,00;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;12;CHIRURGIA PLASTICA              ;0;2;5;6;753;2.176;2.190;2,89;0,88;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;21;GERIATRIA                       ;0;0;41;29;566;10.390;10.647;18,36;0,97;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;26;MEDICINA GENERALE               ;2;0;138;69;1.378;17.914;25.005;13,00;1,08;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;32;NEUROLOGIA                      ;0;0;18;18;583;5.643;6.601;9,68;0,91;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;34;OCULISTICA                      ;0;11;1;1;0;0;365;0,00;0,00;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;36;ORTOPEDIA E TRAUMATOLOGIA       ;0;1;25;24;1.086;8.795;8.760;8,10;1,05;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;37;OSTETRICIA E GINECOLOGIA        ;4;0;19;20;1.405;5.829;7.179;4,15;0,88;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;38;OTORINOLARINGOIATRIA            ;0;1;11;11;582;2.639;4.015;4,53;0,83;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;39;PEDIATRIA                       ;0;0;8;9;237;846;3.224;3,57;1,18;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;40;PSICHIATRIA                     ;0;0;22;12;305;3.386;4.532;11,10;1,06;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;43;UROLOGIA                        ;0;2;9;12;541;2.675;4.380;4,94;0,91;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;49;TERAPIA INTENSIVA               ;2;0;20;10;109;991;3.589;9,09;0,71;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;50;UNITA` CORONARICA               ;0;0;8;8;130;599;2.920;4,61;1,16;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;67;PENSIONANTI                     ;0;1;1;1;0;0;365;0,00;0,00;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;73;TERAPIA INTENSIVA NEONATALE     ;0;0;14;14;416;4.136;5.232;9,94;0,73;73,15
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010003;OSPEDALE MARIA VITTORIA                      ;VIA CIBRARIO LUIGI 72                   ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;94;TERAPIA SEMI-INTENSIVA          ;0;0;23;14;77;1.029;5.019;13,36;0,95;73,15
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;08;CARDIOLOGIA                     ;2;0;10;9;794;3.712;3.254;4,68;1,07;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;09;CHIRURGIA GENERALE              ;0;0;51;37;1.191;10.513;13.171;8,83;0,92;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;26;MEDICINA GENERALE               ;6;0;205;151;3.620;50.671;54.846;14,00;1,09;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;29;NEFROLOGIA                      ;1;0;5;5;111;1.531;1.825;13,79;0,92;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;32;NEUROLOGIA                      ;1;0;11;11;458;4.505;4.167;9,84;1,01;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;34;OCULISTICA                      ;0;0;1;1;13;49;365;3,77;1,07;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;36;ORTOPEDIA E TRAUMATOLOGIA       ;0;0;38;31;814;7.745;11.285;9,51;1,16;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;37;OSTETRICIA E GINECOLOGIA        ;0;6;29;29;2.131;6.530;10.585;3,06;1,02;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;38;OTORINOLARINGOIATRIA            ;0;0;3;3;124;348;912;2,81;1,48;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;39;PEDIATRIA                       ;3;0;18;12;782;3.214;4.471;4,11;1,18;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;40;PSICHIATRIA                     ;0;0;6;7;297;3.413;2.616;11,49;0,98;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;43;UROLOGIA                        ;0;0;13;12;507;3.031;4.228;5,98;1,03;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;49;TERAPIA INTENSIVA               ;0;0;20;7;67;1.182;2.676;17,64;1,13;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;50;UNITA` CORONARICA               ;0;0;6;6;169;776;2.190;4,59;1,14;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;56;RECUPERO E RIABILITAZIONE FUNZIO;0;0;12;10;165;3.664;3.711;22,21;0,86;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;60;LUNGODEGENTI                    ;0;0;16;10;160;3.231;3.467;20,19;1,09;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;62;NEONATOLOGIA                    ;0;0;4;4;361;1.946;1.460;5,39;1,15;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;73;TERAPIA INTENSIVA NEONATALE     ;0;0;4;4;7;43;1.460;6,14;0,29;83,67
2022;010;PIEMONTE                      ;205;TO5                                     ;010004;OSPEDALI RIUNITI A.S.L. TO 5                 ;VIA DE MARIA GIOVANNI 3                 ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;CHIERI                       ;TO;94;TERAPIA SEMI-INTENSIVA          ;0;0;10;3;43;707;972;16,44;0,96;83,67
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;08;CARDIOLOGIA                     ;2;0;14;16;1.202;5.798;5.840;4,82;0,90;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;09;CHIRURGIA GENERALE              ;0;2;30;29;1.132;8.443;10.555;7,46;0,86;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;24;MALATTIE INFETTIVE E TROPICALI  ;1;0;24;12;268;4.205;4.319;15,69;0,96;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;26;MEDICINA GENERALE               ;9;0;86;78;1.327;22.926;28.746;17,28;1,08;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;29;NEFROLOGIA                      ;1;0;11;11;402;3.974;4.015;9,89;0,95;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;32;NEUROLOGIA                      ;1;0;20;18;424;5.042;6.631;11,89;0,98;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;34;OCULISTICA                      ;0;0;2;2;9;39;638;4,33;0,87;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;36;ORTOPEDIA E TRAUMATOLOGIA       ;0;3;52;51;2.018;10.402;18.372;5,15;1,24;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;37;OSTETRICIA E GINECOLOGIA        ;0;1;15;15;1.195;3.452;5.475;2,89;0,97;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;38;OTORINOLARINGOIATRIA            ;0;1;4;4;174;1.071;1.308;6,16;1,39;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;39;PEDIATRIA                       ;1;0;5;5;259;1.005;1.825;3,88;1,01;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;40;PSICHIATRIA                     ;1;0;11;11;269;2.834;4.015;10,54;0,98;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;43;UROLOGIA                        ;0;0;10;10;520;2.473;3.498;4,76;1,06;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;49;TERAPIA INTENSIVA               ;0;0;18;13;107;1.897;4.623;17,73;0,95;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;50;UNITA` CORONARICA               ;0;0;5;4;45;165;1.460;3,67;0,76;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;56;RECUPERO E RIABILITAZIONE FUNZIO;0;0;28;28;931;8.495;10.221;9,12;0,76;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;62;NEONATOLOGIA                    ;0;0;2;2;165;879;730;5,33;0,60;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;64;ONCOLOGIA                       ;8;0;6;6;217;2.771;2.281;12,77;0,86;74,50
2022;010;PIEMONTE                      ;209;VCO                                     ;010005;OSPEDALE UNICO PLURISEDE                     ;VIA MAZZINI GIUSEPPE 117                ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;OMEGNA                       ;VB;67;PENSIONANTI                     ;2;2;2;2;10;15;730;1,50;0,63;74,50
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;08;CARDIOLOGIA                     ;0;0;15;15;903;6.419;5.475;7,11;0,80;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;09;CHIRURGIA GENERALE              ;0;6;33;29;1.488;6.560;10.525;4,41;0,88;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;26;MEDICINA GENERALE               ;0;0;53;21;1.124;6.045;7.817;5,38;1,01;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;29;NEFROLOGIA                      ;0;0;11;11;424;3.712;4.015;8,75;1,01;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;32;NEUROLOGIA                      ;0;0;11;11;406;3.216;4.015;7,92;0,93;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;34;OCULISTICA                      ;0;3;2;2;376;395;730;1,05;1,06;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;36;ORTOPEDIA E TRAUMATOLOGIA       ;0;3;23;23;871;6.195;8.395;7,11;1,02;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;37;OSTETRICIA E GINECOLOGIA        ;0;1;28;28;1.106;3.547;10.221;3,21;0,92;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;39;PEDIATRIA                       ;0;0;7;7;318;881;2.555;2,77;0,88;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;40;PSICHIATRIA                     ;1;0;15;15;313;4.498;5.475;14,37;1,03;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;43;UROLOGIA                        ;0;2;12;11;724;2.690;4.137;3,72;0,88;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;49;TERAPIA INTENSIVA               ;0;0;10;9;105;1.259;3.133;11,99;0,86;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;50;UNITA` CORONARICA               ;0;0;9;9;200;1.008;3.194;5,04;0,76;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;62;NEONATOLOGIA                    ;0;0;6;6;130;746;2.190;5,74;0,67;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;67;PENSIONANTI                     ;0;2;2;2;29;66;730;2,28;0,64;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;73;TERAPIA INTENSIVA NEONATALE     ;0;0;2;2;8;8;730;1,00;0,28;63,92
2022;010;PIEMONTE                      ;208;NO                                      ;010006;ISTITUTO SS. TRINITA - BORGOMANERO           ;VIALE ZOPPIS 10                         ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;BORGOMANERO                  ;NO;94;TERAPIA SEMI-INTENSIVA          ;0;0;9;3;33;369;1.155;11,18;0,74;63,92
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010007;OSPEDALE MARTINI                             ;VIA TOFANE 71                           ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;08;CARDIOLOGIA                     ;0;0;22;14;473;4.545;4.958;9,61;0,89;76,72
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010007;OSPEDALE MARTINI                             ;VIA TOFANE 71                           ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;09;CHIRURGIA GENERALE              ;0;0;16;17;582;5.247;6.236;9,02;1,13;76,72
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010007;OSPEDALE MARTINI                             ;VIA TOFANE 71                           ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;26;MEDICINA GENERALE               ;0;0;91;81;1.310;23.496;29.598;17,94;1,07;76,72
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010007;OSPEDALE MARTINI                             ;VIA TOFANE 71                           ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;29;NEFROLOGIA                      ;0;0;10;11;305;4.614;3.924;15,13;1,14;76,72
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010007;OSPEDALE MARTINI                             ;VIA TOFANE 71                           ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;32;NEUROLOGIA                      ;0;0;10;11;379;4.681;3.924;12,35;0,91;76,72
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010007;OSPEDALE MARTINI                             ;VIA TOFANE 71                           ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;36;ORTOPEDIA E TRAUMATOLOGIA       ;0;0;16;17;416;5.018;6.327;12,06;1,16;76,72
2022;010;PIEMONTE                      ;301;ASL CITTA' DI TORINO                    ;010007;OSPEDALE MARTINI                             ;VIA TOFANE 71                           ;1;;OSPED. A GESTIONE DIRETTA PRESIDIO A.S.L.    ;TORINO                       ;TO;37;OSTETRICIA E GINECOLOGIA        ;0;0;20;20;967;3.657;7.300;3,78;0,98;76,72
